id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
7506,44,184768,42,423460,Trade,2019-01-07,Internal - Consultant
7507,0,0,81,812930,Other,2018-12-09,Internal - Other
7508,0,0,51,519190,Information,2014-09-22,Internal - Trusted Third Party (TTP)
7509,75,8178,45,451110,Retail,2012-10-20,Internal - Employee
7510,132,41178,54,541690,Professional,2013-12-11,External - Nation State
7511,53,513247,11,115210,Agriculture,2015-10-18,Internal - Consultant
7512,15,9808,56,561990,Administrative,2018-12-10,NA
7513,0,0,52,522130,Financial,2013-10-10,External - Other
7514,2,9845010,44,444130,Retail,2019-07-30,External - Nation State
7515,27,911690,52,522310,Financial,2019-09-28,External - Vendor
7516,131,32850,56,561990,Administrative,2017-01-17,Internal - Trusted Third Party (TTP)
7517,360,29825,72,722513,Hospitality,2011-06-04,Internal - Organization
7518,109,1107224,61,611110,Education,2020-01-20,External - Terrorist
7519,675,18012,51,511110,Information,2014-01-02,External - Nation State
7520,0,0,62,622110,Healthcare,2018-09-07,External - Other
7521,1,120087,42,423430,Trade,2020-03-12,Internal - Organization
7522,3,1253,51,511210,Information,2011-01-17,NA
7523,32661,81358,61,611310,Education,2015-02-07,NA
7524,80,458341,54,541110,Professional,2017-08-10,Internal - Organization
7525,874,6736055,52,525910,Financial,2016-12-31,Internal - Trusted Third Party (TTP)
7526,23217,830051,54,541511,Professional,2019-01-31,Internal - Consultant
7527,218,28038,51,517911,Information,2014-01-20,Internal - Consultant
7528,10,574568,54,541715,Professional,2014-05-16,External - Former Employee
7529,103,57811,54,541611,Professional,2016-08-12,Internal - Trusted Third Party (TTP)
7530,3,5043,72,722513,Hospitality,2012-04-23,External - Former Consultant
7531,32,226,62,621111,Healthcare,2020-07-24,External - Former Consultant
7532,16752,838205,44,447190,Retail,2012-11-08,External - Nation State
7533,9,187858,45,452319,Retail,2018-07-08,Internal - Employee
7534,1,1060,81,811192,Other,2011-06-03,External - Vendor
7535,1358,11224640,72,722410,Hospitality,2014-05-10,External - Hacktivist
7536,111831,9243999,51,517919,Information,2018-06-26,Internal - Consultant
7537,88,3697,33,336390,Manufacturing,2014-10-05,External - Criminal Organization
7538,0,0,44,445110,Retail,2012-07-25,Internal - Organization
7539,1,1753,56,561499,Administrative,2019-09-29,Internal - Consultant
7540,2,51191,45,454110,Retail,2020-01-18,External - Vendor
7541,8,38367,23,238220,Construction,2011-11-04,External - Terrorist
7542,63,967191,31,311812,Manufacturing,2017-02-05,Internal - Other
7543,6,725012,33,332313,Manufacturing,2011-06-24,External - Vendor
7544,1886,19439,62,621111,Healthcare,2020-09-29,External - Nation State
7545,1,493,62,621310,Healthcare,2018-12-15,External - Former Employee
7546,4,164348,54,541211,Professional,2013-08-10,Internal - Other
7547,3,11350,54,541611,Professional,2017-04-05,External - Vendor
7548,6,4502,52,522130,Financial,2016-12-08,External - Nation State
7549,2,363945,62,621310,Healthcare,2013-10-09,External - Vendor
7550,4,338,45,453998,Retail,2017-12-02,External - Vendor
7551,1335,126079,56,561440,Administrative,2016-11-13,Internal - Trusted Third Party (TTP)
7552,1864,2670211,49,493190,Transportation,2019-02-26,External - Other
7553,5,4483,44,443142,Retail,2011-10-11,Internal - Trusted Third Party (TTP)
7554,17,13701,52,522130,Financial,2014-11-23,Internal - Other
7555,0,0,81,813990,Other,2011-05-09,Internal - Other
7556,10,6262632,62,621112,Healthcare,2014-12-09,External - Nation State
7557,102,6935,56,561990,Administrative,2012-01-31,Internal - Organization
7558,0,0,54,541512,Professional,2016-07-31,External - Vendor
7559,1,2418,45,454110,Retail,2012-07-05,External - Terrorist
7560,9,28808,62,621210,Healthcare,2018-11-10,External - Other
7561,2020,2281291,48,482111,Transportation,2017-09-27,Internal - Trusted Third Party (TTP)
7562,0,0,54,541110,Professional,2013-07-19,NA
7563,1437,1139696,56,561320,Administrative,2020-03-10,Internal - Consultant
7564,7,680429,56,561491,Administrative,2020-06-04,External - Other
7565,77,69089,92,921190,Public,2019-08-26,External - Former Employee
7566,37,1201,54,541310,Professional,2019-11-22,External - Terrorist
7567,227,151464,61,611110,Education,2015-10-12,External - Other
7568,1,1480,56,561990,Administrative,2013-01-22,External - Criminal Organization
7569,624,15690,45,453998,Retail,2020-04-07,External - Vendor
7570,19046,140996,52,524114,Financial,2017-03-11,NA
7571,10,395,56,561990,Administrative,2017-06-20,External - Criminal Organization
7572,47263,679556,72,722513,Hospitality,2020-10-14,External - Hacktivist
7573,17,1026,81,813410,Other,2019-04-29,External - Terrorist
7574,12,26,53,532283,Real Estate,2012-11-02,External - Other
7575,203,1165,92,921110,Public,2020-03-26,Internal - Other
7576,19,230082,44,445110,Retail,2015-07-24,External - Terrorist
7577,0,0,92,921140,Public,2019-04-27,NA
7578,1,1112894,52,522310,Financial,2011-03-27,External - Nation State
7579,922,980918,52,524210,Financial,2018-11-28,Internal - Organization
7580,73,12572,54,541110,Professional,2016-07-15,NA
7581,4,704235,32,324110,Manufacturing,2020-01-04,External - Criminal Organization
7582,4049,8682131,23,238210,Construction,2014-04-01,Internal - Employee
7583,1,34320,61,611110,Education,2018-12-13,NA
7584,2,14346,62,624410,Healthcare,2015-02-18,Internal - Employee
7585,943,316324,56,561110,Administrative,2015-12-25,External - Vendor
7586,13,5835,61,611110,Education,2020-10-01,External - Nation State
7587,0,0,51,517312,Information,2018-11-23,External - Hacktivist
7588,5,276483,72,722513,Hospitality,2011-08-11,External - Terrorist
7589,1006,1211671,54,541890,Professional,2017-06-18,Internal - Organization
7590,119,58736,72,721191,Hospitality,2013-11-30,External - Other
7591,23,672,NA,NA,NA,2018-11-21,External - Former Consultant
7592,600,1529,52,522298,Financial,2016-08-03,External - Hacktivist
7593,0,0,62,621111,Healthcare,2012-06-27,External - Former Consultant
7594,22237,166591,61,611110,Education,2013-09-03,External - Nation State
7595,2586,23484368,92,921110,Public,2012-04-07,External - Former Consultant
7596,150,2609399,52,525990,Financial,2017-08-06,External - Former Employee
7597,429,2164,62,622110,Healthcare,2017-01-25,External - Criminal Organization
7598,1694,178347,54,541618,Professional,2018-07-30,Internal - Employee
7599,22,39472,56,561440,Administrative,2017-11-09,Internal - Employee
7600,5195,376967,NA,NA,NA,2016-04-21,External - Former Consultant
7601,3,3563,42,423120,Trade,2019-08-03,Internal - Trusted Third Party (TTP)
7602,1011,4754,51,518210,Information,2019-07-27,External - Other
7603,725,4946448,72,722513,Hospitality,2018-09-09,Internal - Organization
7604,15,71602,42,424990,Trade,2017-07-13,Internal - Other
7605,154,6259,62,622110,Healthcare,2020-06-30,External - Vendor
7606,58,1473939,NA,NA,NA,2019-04-14,Internal - Organization
7607,4,9856,NA,NA,NA,2018-07-02,Internal - Consultant
7608,2,145,52,524113,Financial,2012-01-18,External - Other
7609,126214,1410092,23,236118,Construction,2018-11-05,NA
7610,0,0,92,923110,Public,2015-10-14,External - Other
7611,16,5650,48,481111,Transportation,2014-03-30,Internal - Employee
7612,107,8070,52,524126,Financial,2013-05-01,External - Nation State
7613,47,836567,61,611310,Education,2013-11-05,External - Former Employee
7614,3,1326839,92,921110,Public,2016-07-18,Internal - Other
7615,0,0,NA,NA,NA,2017-02-19,External - Hacktivist
7616,140,15497,54,541511,Professional,2013-09-07,Internal - Trusted Third Party (TTP)
7617,1,8846,56,561990,Administrative,2015-07-07,External - Former Consultant
7618,172839,8484,32,323111,Manufacturing,2016-03-16,Internal - Other
7619,11,2641,45,454110,Retail,2015-12-05,External - Other
7620,93,3093577,92,923140,Public,2016-02-02,Internal - Consultant
7621,0,0,44,446199,Retail,2011-02-19,External - Nation State
7622,60116,1859424,54,541512,Professional,2015-04-23,External - Vendor
7623,7692,3333344,42,424990,Trade,2018-05-01,External - Former Employee
7624,865,5132,81,813410,Other,2013-06-24,External - Nation State
7625,17573,36548762,61,611110,Education,2020-09-09,External - Other
7626,24,2596,71,713940,Entertainment,2012-09-17,Internal - Consultant
7627,24,18321,56,561320,Administrative,2013-05-11,Internal - Other
7628,6217,299200,62,621610,Healthcare,2015-06-29,Internal - Trusted Third Party (TTP)
7629,3,1953,54,541810,Professional,2016-10-12,Internal - Consultant
7630,3,15833,54,541611,Professional,2016-01-02,External - Other
7631,695,851611,55,551112,Management,2019-10-23,External - Other
7632,40,7045,56,561499,Administrative,2014-06-17,External - Former Employee
7633,70,11463493,56,561990,Administrative,2014-01-15,Internal - Other
7634,27,11609,92,921190,Public,2017-05-31,Internal - Other
7635,222,1968,54,541330,Professional,2016-05-20,Internal - Organization
7636,157,80053,61,611310,Education,2016-08-19,Internal - Other
7637,12,30650,56,561110,Administrative,2018-08-10,NA
7638,11,125245,61,611110,Education,2013-01-14,Internal - Employee
7639,39,33315,62,621999,Healthcare,2011-08-24,External - Former Consultant
7640,0,0,52,524210,Financial,2020-10-21,External - Hacktivist
7641,2,342203,32,322220,Manufacturing,2015-10-24,External - Former Consultant
7642,0,0,51,518210,Information,2020-04-07,External - Former Consultant
7643,25,63735,56,561110,Administrative,2017-08-08,External - Former Consultant
7644,7,23277,56,561311,Administrative,2020-11-16,NA
7645,0,0,54,541611,Professional,2020-04-26,External - Former Consultant
7646,1,17399,72,722511,Hospitality,2019-08-29,Internal - Trusted Third Party (TTP)
7647,21,48644,23,237210,Construction,2017-10-01,External - Other
7648,7,192774,33,332911,Manufacturing,2012-12-28,External - Hacktivist
7649,1370,1097,62,622110,Healthcare,2011-09-09,External - Hacktivist
7650,607,438609,51,517919,Information,2020-01-27,Internal - Employee
7651,1,3348,33,334419,Manufacturing,2014-01-24,External - Hacktivist
7652,229,190667,42,424910,Trade,2015-02-28,Internal - Consultant
7653,1592,11466,44,445310,Retail,2019-08-02,Internal - Consultant
7654,20,779740,48,488320,Transportation,2014-12-26,Internal - Organization
7655,5,180,52,522130,Financial,2012-04-27,Internal - Trusted Third Party (TTP)
7656,11960,441588,62,624190,Healthcare,2011-07-17,External - Vendor
7657,504,677219,52,524210,Financial,2015-03-07,Internal - Employee
7658,41,300654,92,921190,Public,2011-03-23,External - Former Consultant
7659,231,20042902,52,524210,Financial,2014-04-08,External - Vendor
7660,67,1190577,42,423610,Trade,2013-03-26,External - Other
7661,15,950,44,442299,Retail,2015-08-29,Internal - Other
7662,166,13504,62,621999,Healthcare,2014-01-23,External - Vendor
7663,19822,2329261,62,621210,Healthcare,2011-07-19,External - Criminal Organization
7664,809,744,92,922120,Public,2017-06-15,Internal - Consultant
7665,5856,232907,51,515111,Information,2011-11-01,External - Criminal Organization
7666,366,7088442,51,515120,Information,2020-07-06,Internal - Organization
7667,3755,4567101,61,611699,Education,2020-06-15,External - Other
7668,29,10066,61,611210,Education,2017-04-10,External - Nation State
7669,593,914171,54,541611,Professional,2013-09-10,External - Other
7670,129,3902129,71,711410,Entertainment,2016-10-05,External - Terrorist
7671,537,1085653,52,522120,Financial,2018-08-27,External - Terrorist
7672,26,81443,51,518210,Information,2013-02-03,External - Former Consultant
7673,6,180099,56,561720,Administrative,2016-03-11,Internal - Employee
7674,3,1443671,62,621111,Healthcare,2011-06-15,External - Other
7675,133,5462570,81,813110,Other,2014-06-08,External - Former Consultant
7676,319,224583,71,712130,Entertainment,2016-02-11,External - Criminal Organization
7677,1,1156,42,424110,Trade,2020-01-03,External - Former Consultant
7678,2,194811,54,541618,Professional,2018-03-12,Internal - Trusted Third Party (TTP)
7679,1279,399548,92,921110,Public,2011-09-01,NA
7680,124,48547,54,541330,Professional,2018-06-24,Internal - Trusted Third Party (TTP)
7681,117,23390,55,551112,Management,2016-01-03,External - Vendor
7682,0,0,52,524126,Financial,2015-07-11,Internal - Organization
7683,6414,671297,92,921190,Public,2016-07-30,External - Nation State
7684,0,0,51,518210,Information,2014-12-09,Internal - Organization
7685,3,2960,33,334118,Manufacturing,2017-12-18,Internal - Consultant
7686,6,232968,81,812990,Other,2012-06-08,External - Other
7687,3,71053,56,561990,Administrative,2020-04-18,External - Former Consultant
7688,149,301818,56,561440,Administrative,2013-07-12,External - Former Consultant
7689,1,1961,44,443142,Retail,2013-12-02,Internal - Trusted Third Party (TTP)
7690,0,0,52,523999,Financial,2016-11-22,Internal - Consultant
7691,529,705,52,523910,Financial,2014-12-10,External - Former Employee
7692,200,2370,52,523930,Financial,2011-10-13,Internal - Consultant
7693,17,8900364,54,541511,Professional,2016-12-24,External - Hacktivist
7694,62,74729,62,623110,Healthcare,2013-11-15,External - Terrorist
7695,474,105655,44,445110,Retail,2018-09-09,Internal - Consultant
7696,25,25776,62,621111,Healthcare,2017-12-31,External - Terrorist
7697,1276,26734,52,522130,Financial,2013-07-25,External - Criminal Organization
7698,427,255615,51,517911,Information,2014-11-09,External - Former Consultant
7699,0,0,62,621111,Healthcare,2016-12-22,External - Other
7700,11243,1040464,54,541511,Professional,2018-12-30,Internal - Other
7701,144,1426994,51,517911,Information,2012-10-02,Internal - Consultant
7702,0,0,53,532490,Real Estate,2011-07-17,External - Other
7703,0,0,81,813910,Other,2017-04-12,External - Criminal Organization
7704,25,319773701,NA,NA,NA,2012-04-14,Internal - Employee
7705,515,89884,45,453998,Retail,2017-07-06,External - Vendor
7706,8917,53413,54,541511,Professional,2015-07-27,External - Hacktivist
7707,76,23220,54,541211,Professional,2020-09-30,Internal - Consultant
7708,14,1499,56,561499,Administrative,2016-02-25,External - Former Consultant
7709,21,393,33,336211,Manufacturing,2013-01-31,External - Former Consultant
7710,42,514055,81,813940,Other,2020-11-03,Internal - Trusted Third Party (TTP)
7711,759,38664,92,921110,Public,2019-08-08,External - Former Employee
7712,1,1078,62,623990,Healthcare,2018-05-14,External - Terrorist
7713,2,1312844,52,523110,Financial,2015-08-24,External - Former Consultant
7714,90,186872,56,561510,Administrative,2018-11-12,Internal - Employee
7715,455,3198,45,451110,Retail,2017-09-21,External - Former Employee
7716,3,92661,33,334413,Manufacturing,2012-10-01,Internal - Trusted Third Party (TTP)
7717,270,10874,62,621610,Healthcare,2019-10-01,External - Former Employee
7718,25,169150,61,611110,Education,2017-09-30,Internal - Employee
7719,39398,392260,92,922190,Public,2018-11-23,Internal - Consultant
7720,1685,2079,61,611310,Education,2020-06-17,Internal - Employee
7721,83648,113594,62,624110,Healthcare,2018-07-26,External - Terrorist
7722,377,572772,42,424690,Trade,2015-06-03,Internal - Consultant
7723,106507,150027,71,713940,Entertainment,2015-05-26,Internal - Other
7724,2,8010,44,443142,Retail,2018-10-05,Internal - Trusted Third Party (TTP)
7725,5,42368,81,813319,Other,2015-07-27,External - Nation State
7726,1,105142,42,424690,Trade,2018-01-22,External - Vendor
7727,3,1800,81,813410,Other,2019-07-01,External - Hacktivist
7728,12231,273885,92,921120,Public,2013-05-27,Internal - Employee
7729,103,186868,NA,NA,NA,2012-01-01,External - Other
7730,48,99556,72,722511,Hospitality,2020-07-16,External - Criminal Organization
7731,97,52250,42,423430,Trade,2011-10-20,External - Hacktivist
7732,36,209,56,561499,Administrative,2019-10-31,External - Other
7733,1,71861,56,561440,Administrative,2013-05-21,Internal - Employee
7734,2353,12634,81,813410,Other,2016-07-02,Internal - Employee
7735,7,33954,52,523991,Financial,2013-05-22,Internal - Other
7736,0,0,56,561621,Administrative,2019-01-11,NA
7737,12,4392,54,541110,Professional,2012-02-23,Internal - Employee
7738,1016,7903625,62,621111,Healthcare,2016-11-11,Internal - Trusted Third Party (TTP)
